mdb_source_id,data_type,entity_type,location.country_code,location.subdivision_name,location.municipality,provider,name,note,static_reference,urls.direct_download,urls.authentication_type,urls.authentication_info,urls.api_key_parameter_name,urls.latest,urls.license,location.bounding_box.minimum_latitude,location.bounding_box.maximum_latitude,location.bounding_box.minimum_longitude,location.bounding_box.maximum_longitude,location.bounding_box.extracted_on,status,features
506,gtfs,,US,Pennsylvania,Allentown,Lehigh and Northampton Transportation Authority (LANTA),,,,https://github.com/LANTA-Transportation-Authority/GTFS-data/raw/master/lanta_gtfs_feed.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-pennsylvania-lehigh-and-northampton-transportation-authority-lanta-gtfs-506.zip?alt=media,,40.527096,40.884444,-75.659283,-75.204932,2022-03-16T17:25:09+00:00,,
507,gtfs,,US,New York,Long Island,MTA New York City Transit,Long Island Rail Road,,,http://web.mta.info/developers/data/lirr/google_transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-york-mta-long-island-rail-road-gtfs-507.zip?alt=media,http://web.mta.info/developers/developer-data-terms.html,40.5901817,41.09970991,-73.99358408,-71.95388103,2022-03-22T17:14:13+00:00,,
508,gtfs,,US,New Jersey,,New Jersey Transit (NJ Transit),Bus,,,https://www.njtransit.com/bus_data.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-jersey-new-jersey-transit-nj-transit-gtfs-508.zip?alt=media,https://www.njtransit.com/developer-tools,38.933898,41.254809,-75.520963,-73.939143,2022-03-22T17:16:06+00:00,,
509,gtfs,,US,New Jersey,,New Jersey Transit (NJ Transit),Rail,,,https://www.njtransit.com/rail_data.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-jersey-new-jersey-transit-nj-transit-gtfs-509.zip?alt=media,https://www.njtransit.com/developer-tools,39.363299,41.471784,-75.182327,-73.988331,2022-03-22T17:16:11+00:00,,
510,gtfs,,US,New York,New York City,MTA New York City Transit (MTA),NYC Bus Company,,,http://web.mta.info/developers/data/busco/google_transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-york-mta-new-york-city-transit-mta-gtfs-510.zip?alt=media,http://web.mta.info/developers/developer-data-terms.html,40.566123,40.933637,-74.016284,-73.701761,2022-03-22T17:14:32+00:00,,
511,gtfs,,US,New York,New York City,MTA New York City Transit (MTA),NYC Subway Supplemented,,,http://web.mta.info/developers/files/google_transit_supplemented.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-york-mta-new-york-city-transit-mta-gtfs-511.zip?alt=media,,40.512764,40.903125,-74.251961,-73.755405,2022-03-22T17:14:49+00:00,,
512,gtfs,,US,New York,New York City,MTA New York City Transit,Brooklyn Bus,,,http://web.mta.info/developers/data/nyct/bus/google_transit_brooklyn.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-york-mta-new-york-city-transit-gtfs-512.zip?alt=media,http://web.mta.info/developers/developer-data-terms.html,40.572635,40.762524,-74.040876,-73.779519,2022-03-22T17:14:25+00:00,,
513,gtfs,,US,New York,New York City,MTA New York City Transit (MTA),Manhattan Bus,,,http://web.mta.info/developers/data/nyct/bus/google_transit_manhattan.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-york-mta-new-york-city-transit-mta-gtfs-513.zip?alt=media,http://web.mta.info/developers/developer-data-terms.html,40.701536,40.865644,-74.018088,-73.862388,2022-03-22T17:14:54+00:00,,
514,gtfs,,US,New York,New York City,MTA New York City Transit (MTA),Staten Island Bus,,,http://web.mta.info/developers/data/nyct/bus/google_transit_staten_island.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-york-mta-new-york-city-transit-mta-gtfs-514.zip?alt=media,http://web.mta.info/developers/developer-data-terms.html,40.502981,40.766314,-74.252016,-73.968693,2022-03-22T17:15:00+00:00,,
515,gtfs,,US,New York,New York City,NYC Ferry,,,,http://nycferry.connexionz.net/rtt/public/utility/gtfs.aspx,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-york-nyc-ferry-gtfs-515.zip?alt=media,https://www.ferry.nyc/developer-tools/,40.566157,40.805455,-74.074171,-73.769134,2022-03-16T17:26:40+00:00,,
516,gtfs,,US,New York,New York City,MTA New York City Transit (MTA),NYC Subway,,,http://web.mta.info/developers/data/nyct/subway/google_transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-york-mta-new-york-city-transit-mta-gtfs-516.zip?alt=media,,40.512764,40.903125,-74.251961,-73.755405,2022-03-22T17:15:03+00:00,,
517,gtfs,,US,New Jersey,Jersey City,Port Authority Trans-Hudson (PATH),,,,http://data.trilliumtransit.com/gtfs/path-nj-us/path-nj-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-jersey-port-authority-trans-hudson-path-gtfs-517.zip?alt=media,,40.7118,40.7495,-74.1649,-73.9876,2022-03-16T17:26:45+00:00,,
518,gtfs,,US,New York,New York City,Staten Island Ferry,,,,http://www.nyc.gov/html/dot/downloads/misc/siferry-gtfs.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-york-staten-island-ferry-gtfs-518.zip?alt=media,,40.644169,40.70136,-74.072201,-74.012666,2022-03-16T17:26:46+00:00,,
519,gtfs,,US,New York,New York City,Downtown Alliance,,,,http://mjcaction.com/MJC_GTFS_Public/downtown_nyc_google_transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-york-downtown-alliance-gtfs-519.zip?alt=media,,40.70232399,40.717257,-74.01806463,-74.001689,2022-03-16T17:26:46+00:00,,
520,gtfs,,US,New York,New York City,MTA New York City Transit (MTA),Queens Bus,,,http://web.mta.info/developers/data/nyct/bus/google_transit_queens.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-york-mta-new-york-city-transit-mta-gtfs-520.zip?alt=media,http://web.mta.info/developers/developer-data-terms.html,40.647137,40.842561,-73.991082,-73.70123,2022-03-22T17:15:09+00:00,,
521,gtfs,,US,New York,Nassau,Nassau Inter-County Express (NICE Bus),,,,https://www.nicebus.com/NICE/media/nicebus-gtfs/NICE_GTFS.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-york-nassau-inter-county-express-nice-bus-gtfs-521.zip?alt=media,http://www.nicebus.com/NiceBus/media/NiceBus-Images/131030_Legal-Agreements.pdf,40.585956,40.863322,-73.829537,-73.408864,2022-03-16T17:26:58+00:00,,
522,gtfs,,US,New York,New York City,JFK Airtrain,,,,https://s3.amazonaws.com/datatools-511ny/public/Airtrain_JFK.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-york-jfk-airtrain-gtfs-522.zip?alt=media,https://data.ny.gov/download/77gx-ii52/application/pdf,40.642004,40.698942,-73.829638,-73.780067,2022-03-16T17:26:59+00:00,inactive,
523,gtfs,,US,Pennsylvania,,Monroe County Transportation Authority (MCTA),,,,https://www.gomcta.com/google_transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-pennsylvania-monroe-county-transportation-authority-mcta-gtfs-523.zip?alt=media,,40.98255539,41.21908951,-75.427269,-75.155083,2022-03-16T17:27:00+00:00,,fares-v1
524,gtfs,,US,New York,New York City,"NY Waterway, Shore Line East, Metro-North Railroad, MNR Hudson Rail Link",,,,http://web.mta.info/developers/data/mnr/google_transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-york-ny-waterway-shore-line-east-metro-north-railroad-mnr-hudson-rail-link-gtfs-524.zip?alt=media,http://web.mta.info/developers/developer-data-terms.html,40.752998,41.814722,-74.005419,-72.093229,2022-03-16T17:27:03+00:00,,
525,gtfs,,US,New York,,NY Waterway,,,,https://s3.amazonaws.com/data.bytemark.co/nywaterway/nywaterway.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-york-ny-waterway-gtfs-525.zip?alt=media,,40.433258,41.505781,-74.078826,-73.870225,2022-03-16T17:27:04+00:00,,
526,gtfs,,US,New York,Poughkeepsie,Ulster County Area Transit,,,,https://s3.amazonaws.com/datatools-511ny/public/UCAT_Ulster_County_Area_Transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-york-ulster-county-area-transit-gtfs-526.zip?alt=media,,41.49979,42.14243,-74.50313,-73.9284,2022-03-16T17:27:05+00:00,,
527,gtfs,,US,New York,White Plains,Westchester County Bee-Line System (WCDOT),,,,https://s3.amazonaws.com/datatools-511ny/public/Westchester_County_Bee-Line_System.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-york-westchester-county-bee-line-system-wcdot-gtfs-527.zip?alt=media,,40.74128,41.421923,-73.989067,-73.659724,2022-03-16T17:27:10+00:00,,
528,gtfs,,US,New York,New York City,MTA New York City Transit (MTA),Bronx Bus,,,http://web.mta.info/developers/data/nyct/bus/google_transit_bronx.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-york-mta-new-york-city-transit-mta-gtfs-528.zip?alt=media,http://web.mta.info/developers/developer-data-terms.html,40.79965,40.912377,-73.960168,-73.783366,2022-03-16T17:27:17+00:00,,
529,gtfs,,US,Connecticut,Stamford,Norwalk Transit District,,,,https://www.norwalktransit.com/s/GTFS_Data.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-connecticut-norwalk-transit-district-gtfs-529.zip?alt=media,,41.021576,41.236248,-73.630867,-73.036446,2022-03-16T17:27:22+00:00,inactive,
530,gtfs,,US,Connecticut,Bridgeport,Greater Bridgeport Transit,,,,http://data.trilliumtransit.com/gtfs/gbt-ct-us/gbt-ct-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-connecticut-greater-bridgeport-transit-gtfs-530.zip?alt=media,,41.117939,41.320393,-73.415092,-73.032364,2022-03-16T17:27:26+00:00,,
531,gtfs,,US,New York,,Access Allegany,,,,https://s3.amazonaws.com/datatools-511ny/public/Access_Allegany.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-york-access-allegany-gtfs-531.zip?alt=media,https://data.ny.gov/download/77gx-ii52/application/pdf,42.000082,42.462679,-78.467724,-77.764518,2022-03-16T17:27:27+00:00,,
532,gtfs,,US,New York,,Hornell Area Transit,,,,https://s3.amazonaws.com/datatools-511ny/public/Hornell_Area_Transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-york-hornell-area-transit-gtfs-532.zip?alt=media,,42.252687,42.567922,-77.794357,-77.318001,2022-03-16T17:27:28+00:00,,
533,gtfs,,US,New York,Rochester,Rochester-Genesee Regional Transportation Authority (RGRTA),,,,http://scheduledata.rgrta.com/google_transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-york-rochester-genesee-regional-transportation-authority-rgrta-gtfs-533.zip?alt=media,,42.526438,43.297343,-78.141093,-76.99341,2022-03-16T17:27:38+00:00,,
534,gtfs,,US,New York,Syracuse,Centro,,,,http://www.centro.org/CentroGTFS/CentroGTFS.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-york-centro-gtfs-534.zip?alt=media,,42.791042,43.479595,-76.611483,-75.164539,2022-03-16T17:27:48+00:00,,
535,gtfs,,US,New York,Ithaca,Tompkins Consolidated Area Transit Inc,,,,https://s3.amazonaws.com/tcat-gtfs/tcat-ny-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-york-tompkins-consolidated-area-transit-inc-gtfs-535.zip?alt=media,,42.32789993,42.5907135,-76.678131,-76.280907,2022-03-16T17:27:49+00:00,,
536,gtfs,,US,New York,Norwich,Chenango First Transit,,,,https://s3.amazonaws.com/datatools-511ny/public/Chenango_First_Transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-york-chenango-first-transit-gtfs-536.zip?alt=media,https://data.ny.gov/download/77gx-ii52/application/pdf,42.22937,42.739931,-75.78323,-75.331977,2022-03-16T17:27:50+00:00,inactive,
537,gtfs,,US,Massachusetts,Berkshire,Berkshire Regional Transit Authority (BRTA),,,,http://data.trilliumtransit.com/gtfs/berkshire-ma-us/berkshire-ma-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-massachusetts-berkshire-regional-transit-authority-brta-gtfs-537.zip?alt=media,,42.17417598,42.717058,-73.3809157,-73.09190422,2022-03-16T17:27:52+00:00,,
538,gtfs,,US,New York,Albany,Capital District Transportation Authority (CDTA),,,,http://www.cdta.org/schedules/google_transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-york-capital-district-transportation-authority-cdta-gtfs-538.zip?alt=media,https://www.cdta.org/developer-license-agreement/169,42.467067,43.10706,-74.010109,-73.614608,2022-03-16T17:27:57+00:00,,
539,gtfs,,US,Vermont,Bennington,Green Mountain Community Network (GMCN),,,,http://data.trilliumtransit.com/gtfs/greenmtncn-vt-us/greenmtncn-vt-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-vermont-green-mountain-community-network-gmcn-gtfs-539.zip?alt=media,,42.69515,43.18856394,-73.247172,-72.85192914,2022-03-16T17:27:59+00:00,,fares-v1|flex-v1
540,gtfs,,US,New York,Schenectady,Gloversville Transit Services,,,,https://s3.amazonaws.com/datatools-511ny/public/Gloversville_Transit_Services.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-york-gloversville-transit-services-gtfs-540.zip?alt=media,,42.935495,43.071231,-74.399364,-74.184569,2022-03-16T17:28:00+00:00,,
541,gtfs,,US,New York,Mechanicville,City of Mechanicville Public Transit,,,,https://s3.amazonaws.com/datatools-511ny/public/City_of_Mechanicville_Public_Transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-york-city-of-mechanicville-public-transit-gtfs-541.zip?alt=media,,42.896694,42.910148,-73.693199,-73.682921,2022-03-16T17:28:00+00:00,inactive,
542,gtfs,,US,New York,Saratoga Springs,Greater Glens Falls Transit,,,,https://s3.amazonaws.com/datatools-511ny/public/Greater_Glens_Falls_Transit_System.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-york-greater-glens-falls-transit-gtfs-542.zip?alt=media,,43.24191,43.557696,-73.720295,-73.580627,2022-03-16T17:28:01+00:00,,
543,gtfs,,US,Vermont,Burlington,Addison County Transit (ACTR),,,,http://data.trilliumtransit.com/gtfs/addisoncounty-vt-us/addisoncounty-vt-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-vermont-addison-county-transit-actr-gtfs-543.zip?alt=media,,43.607222,44.480452,-73.262769,-72.9503,2022-03-16T17:28:03+00:00,inactive,fares-v1|flex-v1
544,gtfs,,US,New York,Plattsburgh,Clinton County Public Transit (CCPT),,,,https://s3.amazonaws.com/datatools-511ny/public/Clinton_County_Public_Transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-york-clinton-county-public-transit-ccpt-gtfs-544.zip?alt=media,https://data.ny.gov/download/77gx-ii52/application/pdf,44.440577,45.002481,-73.913698,-73.363424,2022-03-16T17:28:04+00:00,,
545,gtfs,,US,New York,North Malone,Franklin County Public Transportation,,,,https://s3.amazonaws.com/datatools-511ny/public/Franklin_County_Public_Transportation.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-york-franklin-county-public-transportation-gtfs-545.zip?alt=media,,44.219766,44.989507,-74.567492,-73.468206,2022-03-16T17:28:05+00:00,,
546,gtfs,,US,New York,Plattsburg,North Country Express Transit,,,,https://s3.amazonaws.com/datatools-511ny/public/North_Country_Express.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-york-north-country-express-transit-gtfs-546.zip?alt=media,,44.662523,44.933975,-74.989121,-73.435809,2022-03-16T17:28:06+00:00,,
547,gtfs,,US,Vermont,Burlington,Lake Champlain Ferries,,,,http://data.trilliumtransit.com/gtfs/lctferries-vt-us/lctferries-vt-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-vermont-lake-champlain-ferries-gtfs-547.zip?alt=media,,44.30140421,44.69902844,-73.40336745,-73.22120477,2022-03-16T17:28:07+00:00,,
548,gtfs,,US,New York,,Suffolk County Transit,,,,https://www.suffolkcountyny.gov/Portals/0/formsdocs/publicworks/Zip/google_transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-york-suffolk-county-transit-gtfs-548.zip?alt=media,,40.623699,41.155227,-73.437479,-71.859667,2022-03-16T17:28:15+00:00,,
549,gtfs,,US,Massachusetts,,Seastreak Ferry,,,,http://seastreak.com/api/transit/google_transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-massachusetts-seastreak-ferry-gtfs-549.zip?alt=media,,40.409395,41.815975,-74.034889,-70.096322,2022-03-16T17:28:16+00:00,,
550,gtfs,,US,Connecticut,,Shore Line East,,,,http://www.shorelineeast.com/google_transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-connecticut-shore-line-east-gtfs-550.zip?alt=media,http://www.cttransit.com/about/developers/gtfsdata/,40.753165,41.35415803,-73.977379,-72.09307641,2022-03-16T17:28:17+00:00,,
551,gtfs,,US,Connecticut,Centerbrook,9 Town Transit,,,,http://data.trilliumtransit.com/gtfs/ninetown-connecticut-us/ninetown-connecticut-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-connecticut-9-town-transit-gtfs-551.zip?alt=media,,41.26143114,41.5612866,-72.65796188,-72.0934518,2022-03-16T17:28:19+00:00,,fares-v1|flex-v1
552,gtfs,,US,Connecticut,Preston,Southeast Area Transit District,,,,http://data.trilliumtransit.com/gtfs/seatbus-ct-us/seatbus-ct-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-connecticut-southeast-area-transit-district-gtfs-552.zip?alt=media,,41.30993107,41.61370836,-72.210556,-71.83494484,2022-03-16T17:28:22+00:00,,
553,gtfs,,US,Connecticut,,Connecticut Transit,,,,https://www.cttransit.com/sites/default/files/gtfs/googlect_transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-connecticut-connecticut-transit-gtfs-553.zip?alt=media,https://www.cttransit.com/about/developers/terms-of-use,40.997976,42.02084,-73.773703,-71.794509,2022-03-16T17:28:35+00:00,,
554,gtfs,,US,Rhode Island,Newport,Block Island Ferry,,,,http://data.trilliumtransit.com/gtfs/blockislandferry-ri-us/blockislandferry-ri-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-rhode-island-block-island-ferry-gtfs-554.zip?alt=media,,41.17370448,41.70459204,-71.55667586,-71.16424723,2022-03-16T17:28:37+00:00,,
555,gtfs,,US,Massachusetts,,DATTCO Motorcoach,,,,http://data.trilliumtransit.com/gtfs/dattco-ma-us/dattco-ma-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-massachusetts-dattco-motorcoach-gtfs-555.zip?alt=media,,41.632089,42.350314,-71.075101,-70.91187,2022-03-16T17:28:39+00:00,,
556,gtfs,,US,Massachusetts,,Plymouth & Brockton Street Railway Co,,,,http://data.trilliumtransit.com/gtfs/plymouthbrockton-ma-us/plymouthbrockton-ma-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-massachusetts-plymouth-brockton-street-railway-co-gtfs-556.zip?alt=media,,41.52248663,42.365821,-71.436908,-69.97362796,2022-03-16T20:09:21+00:00,,
557,gtfs,,US,Hawaii,Hawai'i Island,Hawai'i Mass Transit Agency (Hele-On Bus),,,,http://www.heleonbus.org/transit-info-and-statistics/MTA_FEED4.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-hawaii-hawaii-mass-transit-agency-hele-on-bus-gtfs-557.zip?alt=media,,19.060278,20.238104,-156.0404873,-154.8897767,2022-03-16T20:09:27+00:00,,
558,gtfs,,US,California,Huntington Park,Huntington Park Express,,,,https://raw.githubusercontent.com/LACMTA/los-angeles-regional-gtfs/main/huntingtonpark-ca-us/huntingtonpark-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-huntington-park-express-gtfs-558.zip?alt=media,,33.96335542,33.98913645,-118.2386921,-118.1924574,2022-12-19T18:38:56+00:00,active,fares-v2
559,gtfs,,US,Iowa,Iowa City,Iowa City Transit System,,,,http://data.trilliumtransit.com/gtfs/iowacitytransit-ia-us/iowacitytransit-ia-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-iowa-iowa-city-transit-system-gtfs-559.zip?alt=media,,41.628025,41.690047,-91.598839,-91.4688,2022-03-16T20:09:30+00:00,,
560,gtfs,,US,Oregon,Klamath Falls,Klamath Shuttle,,,,https://oregon-gtfs.com/gtfs_data/klamathshuttle-or-us/klamathshuttle-or-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-oregon-klamath-shuttle-gtfs-560.zip?alt=media,,42.225506,42.91113,-122.144812,-121.771952,2022-03-16T20:09:32+00:00,,
561,gtfs,,CL,Coquimbo,,"LISERCO, LINCOSUR, LISANCO",,,,http://datos.gob.cl/dataset/c77c9a50-6dd1-449d-b5ab-947ec0139b31/resource/a4edcf07-0657-456d-bbbc-54b2aec1de8d/download/coquimbo10feb16.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/cl-coquimbo-liserco-gtfs-561.zip?alt=media,,-30.07032886,-29.86431639,-71.35124445,-71.18808031,2022-09-22T21:42:51+00:00,inactive,
562,gtfs,,US,California,Los Angeles,La Campana,,,,http://data.trilliumtransit.com/gtfs/lacampana-ca-us/lacampana-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-la-campana-gtfs-562.zip?alt=media,,33.96535112,33.98245369,-118.2025393,-118.164965,2022-03-16T20:09:34+00:00,inactive,fares-v1
563,gtfs,,US,California,La Puente,La Puente LINK,,,,http://data.trilliumtransit.com/gtfs/lapuente-ca-us/lapuente-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-la-puente-link-gtfs-563.zip?alt=media,,34.00934657,34.05544036,-117.9807888,-117.9246574,2022-03-16T20:09:35+00:00,inactive,fares-v1
564,gtfs,,US,New Mexico,Las Cruces,RoadRUNNER Transit,,,,http://mjcaction.com/MJC_GTFS_Public/lascrucesroadrunner_google_transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-mexico-roadrunner-transit-gtfs-564.zip?alt=media,,32.271352,32.390319,-106.815623,-106.701135,2022-03-16T20:09:36+00:00,,
565,gtfs,,US,Nevada,Las Vegas,City of Las Vegas,,,,http://data.trilliumtransit.com/gtfs/lasvegasloop-nv-us/lasvegasloop-nv-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-nevada-city-of-las-vegas-gtfs-565.zip?alt=media,,36.1478325,36.17262843,-115.1571728,-115.13942,2022-03-16T20:09:37+00:00,,
566,gtfs,,US,New York,Lowville,Lewis County Public Transportation,,,,https://s3.amazonaws.com/datatools-511ny/public/Lewis_County.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-york-lewis-county-public-transportation-gtfs-566.zip?alt=media,https://data.ny.gov/download/77gx-ii52/application/pdf,43.076425,44.043536,-75.951539,-74.968202,2022-03-16T20:09:38+00:00,,
567,gtfs,,US,Washington,,L.E.W.I.S. Mountain Highway Transit,,,,http://data.trilliumtransit.com/gtfs/lmht-morton-us/lmht-morton-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-washington-lewis-mountain-highway-transit-gtfs-567.zip?alt=media,,46.52228946,46.7171997,-122.9798243,-121.6759028,2022-03-16T20:09:40+00:00,,
568,gtfs,,US,Washington,Longview,Lower Columbia CAP (Community Action Program),,,,http://data.trilliumtransit.com/gtfs/lowercolumbiacap-wa-us/lowercolumbiacap-wa-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-washington-lower-columbia-cap-community-action-program-gtfs-568.zip?alt=media,,45.69069153,46.28335802,-122.9345491,-122.663733,2022-03-16T20:09:41+00:00,,
569,gtfs,,US,Texas,Lubbock,Citibus,,,,http://data.trilliumtransit.com/gtfs/lubbock-tx-us/lubbock-tx-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-texas-citibus-gtfs-569.zip?alt=media,,33.51959212,33.65619898,-101.9483671,-101.7990392,2022-03-16T20:09:43+00:00,,
570,gtfs,,US,California,Los Angeles,Lynwood Trolley / Breeze,,,,https://raw.githubusercontent.com/LACMTA/los-angeles-regional-gtfs/main/lynwood-ca-us/lynwood-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-lynwood-trolley-breeze-gtfs-570.zip?alt=media,,33.90769466,33.94522142,-118.2392799,-118.1803209,2022-12-19T18:39:40+00:00,active,fares-v2
571,gtfs,,US,Indiana,Indianapolis,Interurban Trolley,,,,http://macog.com/google/google_transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-indiana-interurban-trolley-gtfs-571.zip?alt=media,,41.554451,41.739892,-86.180541,-85.789122,2022-03-16T20:09:46+00:00,,
572,gtfs,,US,California,Madera,Madera County Transit,,,,http://data.trilliumtransit.com/gtfs/maderactc-ca-us/maderactc-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-madera-county-transit-gtfs-572.zip?alt=media,,36.85164606,37.337971,-120.275078,-119.4972436,2022-03-16T20:09:48+00:00,,
573,gtfs,,US,New York,,Madison County Transit,,,,https://s3.amazonaws.com/datatools-511ny/public/Madison_Transit_Services.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-york-madison-county-transit-gtfs-573.zip?alt=media,https://data.ny.gov/download/77gx-ii52/application/pdf,42.682384,43.156107,-75.969992,-75.457106,2022-03-16T20:09:49+00:00,,
574,gtfs,,US,Washington,,Makah Public Transit,,,,http://mjcaction.com/MJC_GTFS_Public/makah_google_transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-washington-makah-public-transit-gtfs-574.zip?alt=media,,48.345925,48.370977,-124.672653,-124.587256,2022-03-16T20:09:49+00:00,inactive,fares-v1
575,gtfs,,US,Iowa,Waterloo,Metropolitan Transit Authority of Black Hawk County,,,,http://mettransit.org/sites/default/files/MET_Transit_GTFS.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-iowa-metropolitan-transit-authority-of-black-hawk-county-gtfs-575.zip?alt=media,,42.429376,42.539077,-92.473383,-92.298033,2022-03-16T20:09:50+00:00,,
576,gtfs,,US,Connecticut,,Middletown Area Transit,,,,http://data.trilliumtransit.com/gtfs/middletown-ct-us/middletown-ct-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-connecticut-middletown-area-transit-gtfs-576.zip?alt=media,,41.50343746,41.60872927,-72.809799,-72.48775174,2022-03-16T20:09:52+00:00,,
577,gtfs,,US,California,Montebello,Montebello Bus Lines,,,,http://data.trilliumtransit.com/gtfs/montebello-ca-us/montebello-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-montebello-bus-lines-gtfs-577.zip?alt=media,,33.891737,34.1110781,-118.266356,-117.994749,2022-03-16T20:09:55+00:00,inactive,fares-v1
